id,name,screen_name,followers_count,friends_count
795649,Ryan Sarver,rsarver,283077,2928
7966972,Jeremy Freese,jeremyfreese,3453,942
79923701,Lin-Manuel Miranda,Lin_Manuel,1971891,2428
79997785,Ian Sample,iansample,47184,1279
80375104,Howard (Ted) Welser,tedwelser,150,164
8043842,James Grimmelmann,grimmelm,5818,68
807095,The New York Times,nytimes,40363875,884
80730160,Nicole Ellison,nicole_ellison,3048,336
807365647,Jessica Flack,C4COMPUTATION,2345,372
80750540,Anatoliy Gruzd,gruzd,2980,775
813286,Barack Obama,BarackObama,97492108,626342
8143682,Jure Leskovec,jure,19668,184
8161232,Richard Branson,richardbranson,11849644,3849
816653,TechCrunch,TechCrunch,9853201,965
818340,Marshall Kirkpatrick,marshallk,60678,19534
823957466,Hanna Wallach,hannawallach,8575,826
82867773,Sergi Valverde,svalver,1497,867
833373624,Brooke F Welles,foucaultwelles,1116,401
8381682,Luis von Ahn,LuisvonAhn,33610,42
84351228,Tim Berners-Lee,timberners_lee,265710,470
84653850,Brendan Nyhan,BrendanNyhan,59853,5935
8496762,tylercowen,tylercowen,91693,263
8548612,Julian Sanchez,normative,32741,2102
860158302,Quanta Magazine,QuantaMagazine,36920,322
863612539,Peter Krafft,_pmkr,435,467
86626845,Eric Topol,EricTopol,118278,413
86640232,NYT Graphics,nytgraphics,130910,61
870204174,Thomas W Valente,twvalente,192,44
87223459,Pete Miles,ComplexitySol,3627,3949
8790772,carolyn johnson,Carolynyjohnson,6315,1186
879521,Jonah Peretti,peretti,74539,1764
883296643,CSS Workshop,CSS_Workshop,73,82
8960202,clifflampe,clifflampe,3233,629
8963722,WIRED Science,WIREDScience,2090009,140
90169053,Paul Bloom,paulbloomatyale,47606,387
902498275,NULab,NUlabTMN,1205,326
90258002,Santa Fe Institute,sfiscience,22948,464
919294448,Paul DiMaggio,paul_dimaggio,2887,353
9207632,Maria Popova,brainpicker,828863,304
92116069,Erik Brynjolfsson,erikbryn,154211,958
925988665,Dani Bassett,DaniSBassett,1854,732
9271782,Ed H. Chi,edchi,5483,2217
9286242,Gina Neff,ginasue,5683,2794
930061,Gina Trapani 🏳️‍🌈,ginatrapani,359502,232
93476253,Deen Freelon,dfreelon,5062,2019
93782410,Katy Pearce,katypearce,6136,1758
93957809,Eric Schmidt,ericschmidt,2444115,274
94596289,Maximilian Schich,schichmax,776,143
9534522,David Pogue,Pogue,1559621,1799
9541832,Dan Goldstein,dggoldst,4065,2396
95978500,Bernardo Huberman,bhuberman,1005,14
96102210,PLOS Biology,PLOSBiology,55178,4432
964635660,Chris Bail,chris_bail,1816,379
96989025,Albert Diaz-Guilera,anduviera,1283,856
970207298,Elizabeth Warren,SenWarren,3697854,259
976620343,Bill McEvily,BillMcEvily,772,194
988019876,Marc Mangel,MarcMangel1,1124,673
991745802,Cass Sunstein,CassSunstein,63266,268
9946842,Alex Macgillivray,amac,34963,1776
9964362,Judith Donath,judithd,3991,472
997629601,Daniel Dennett,danieldennett,239059,39
