16174144,57571700
16174144,2338824692
16174144,14093970
16174144,17797390
16174144,449588356
16174144,29193463
16174144,813286
16174144,62513246
16174144,833373624
16174144,2742636202
16174144,1305941
16174144,1489206901
16174144,32493647
16174144,1362984396
16174144,835953569668939800
16174144,807365647
16174144,706800925394997200
16174144,2167059661
16174144,1149541562
16174144,217771939
16174144,17131720
16174144,10239
16174144,15905103
16174144,28049003
16174144,18686907
16174144,2424151074
16174144,117539435
16174144,23578176
16174144,492568945
16174144,764121685905866800
16174144,350424151
16174144,24789175
16174144,252608121
16174144,788363167
16174144,214272214
16174144,16614440
16174144,1242788624
16174144,30706856
16174144,122724789
16174144,255048621
16174144,2303751216
16174144,531697681
16174144,2785720331
16174144,317422543
16174144,2924669003
16174144,2805421915
16174144,426509606
16174144,154407102
16174144,15810838
16174144,17471979
16174144,1493423918
16174144,4690350990
16174144,13982132
16174144,128292609
16174144,1415772073
16174144,353308055
16174144,77990334
16174144,8790772
16174144,190238907
16174144,1954278132
16174144,1523174335
16174144,3238448948
16174144,5699
16174144,415906140
16174144,14066472
16174144,1962699368
16174144,6802182
16174144,178649929
16174144,24411159
16174144,16191522
16174144,1450594406
16174144,373682248
16174144,62549025
16174144,1314101
16174144,226041293
16174144,2332368062
16174144,246033684
16174144,1046598080
16174144,529730279
16174144,1376401838
16174144,77712285
16174144,94596289
16174144,9541832
16174144,22642788
16174144,493266463
16174144,1307251459
16174144,1894231788
16174144,31035336
16174144,20023987
16174144,1307569508
16174144,30569817
16174144,2364445033
16174144,902498275
16174144,32372834
16174144,16674284
16174144,14839109
16174144,11348282
16174144,183575679
16174144,15649207
16174144,11990112
16174144,759249
16174144,1979287862
16174144,87223459
16174144,63859619
16174144,860158302
16174144,32729442
16174144,398500188
16174144,2584784815
16174144,14817871
16174144,49793
16174144,19968025
16174144,196877476
16174144,1617603914
16174144,60308942
16174144,316327930
16174144,153154765
16174144,316651357
16174144,52488565
16174144,863612539
16174144,43593
16174144,964635660
16174144,15174665
16174144,259771124
16174144,15496407
16174144,80750540
16174144,1406622804
16174144,166008261
16174144,192679212
16174144,360746350
16174144,2340558698
16174144,49413866
16174144,15104164
16174144,11107172
16174144,320922867
16174144,2374215589
16174144,453124512
16174144,4509741
16174144,2280718796
16174144,20963651
16174144,300735398
16174144,21218554
16174144,35773039
16174144,9207632
16174144,23962323
16174144,17354555
16174144,16629994
16174144,19939208
16174144,75641981
16174144,24669093
16174144,359772781
16174144,255617445
16174144,166304741
16174144,31936449
16174144,254300792
16174144,26000689
16174144,252531143
16174144,13725202
16174144,19188515
16174144,1689492204
16174144,18028509
16174144,1384800560
16174144,316389142
16174144,214653213
16174144,485109912
16174144,1833561
16174144,107225267
16174144,134908142
16174144,15008596
16174144,155636227
16174144,1330457336
16174144,15862891
16174144,22979111
16174144,2329921
16174144,246677519
16174144,57187580
16174144,27047369
16174144,82867773
16174144,15336340
16174144,37213193
16174144,26419626
16174144,13787402
16174144,17751344
16174144,171534539
16174144,611941887
16174144,16303106
16174144,823957466
16174144,2335431
16174144,15166546
16174144,36653441
16174144,529438517
16174144,25734277
16174144,582161546
16174144,925988665
16174144,16017475
16174144,14677919
16174144,579299426
16174144,15125585
16174144,628431113
16174144,490363356
16174144,90258002
16174144,52188980
16174144,28583197
16174144,340435374
16174144,18805477
16174144,765548
16174144,21088249
16174144,229910053
16174144,54680395
16174144,16174436
16174144,14283504
16174144,368379922
16174144,301579658
2384071,19968025
2384071,2451308594
2384071,17142046
2384071,2919151
2384071,16892481
2384071,15571577
2384071,381289719
2384071,116994659
2384071,264501255
2384071,3270678680
2384071,15446531
2384071,62513246
2384071,531697681
2384071,359772781
2384071,19843630
2384071,216939636
2384071,25073877
2384071,107225267
2384071,84653850
2384071,48008938
2384071,10778572
2384071,3475
2384071,1242788624
2384071,22197926
2384071,79923701
2384071,153045056
2384071,529140270
2384071,1059273780
2384071,422
2384071,18028509
2384071,1963312058
2384071,14066472
2384071,3452911
2384071,175624200
2384071,257153464
2384071,1894231788
2384071,3030922321
2384071,22931893
2384071,78729443
2384071,13918022
2384071,92116069
2384071,4711
2384071,15626406
2384071,16061930
